,URL,URL_LENGTH,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
515,B0_150,51,iso-8859-1,Apache/2.2.11 (Unix) PHP/5.2.6,231.0,CN,beijingshi,7/03/2000 0:00,27/03/2017 0:00,7,1,2,769,1298,909,9,2.0,0
516,B0_2046,51,utf-8,Scratch Web Server,10333.0,NONE,None,None,None,7,3,2,582,306,582,7,0.0,0
517,B0_2147,51,utf-8,Apache,9890.0,NONE,None,None,None,9,6,7,762,640,762,9,0.0,0
518,B0_2186,51,ISO-8859-1,None,6748.0,US,California,28/11/1999 0:00,9/09/2013 0:00,17,8,6,1278,634,1278,17,0.0,0
519,B0_2212,51,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,28,13,12,1872,1323,1872,28,0.0,0
520,B0_2227,51,ISO-8859-1,nginx,162.0,US,Washington,13/01/2005 0:00,14/01/2016 0:00,4,2,3,396,184,396,4,0.0,0
521,B0_2279,51,us-ascii,Microsoft-HTTPAPI/2.0,324.0,NONE,None,None,None,5,3,2,498,244,498,5,0.0,0
522,B0_267,51,us-ascii,Microsoft-HTTPAPI/2.0,324.0,NONE,None,22/02/2001 0:00,8/04/2017 0:00,22,6,8,1651,1388,1787,24,2.0,0
523,B0_377,51,utf-8,nginx/1.4.6 (Ubuntu),58090.0,US,CA,20/11/2007 0:00,13/05/2016 0:00,2,0,1,132,124,132,2,0.0,0
524,B0_780,51,utf-8,None,15302.0,US,Arizona,4/05/2001 0:00,9/11/2016 0:00,0,0,0,0,0,0,0,0.0,0
525,B0_787,51,iso-8859-1,Apache,239.0,US,UT,16/05/1995 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0.0,0
526,B0_837,51,ISO-8859-1,Apache,57.0,US,VA,9/09/2002 0:00,29/08/2014 0:00,0,0,0,0,0,0,0,0.0,0
527,B0_938,51,ISO-8859-1,Apache,557.0,US,Arizona,15/02/2000 0:00,10/01/2017 0:00,0,0,0,0,0,0,0,0.0,0
528,M0_161,52,UTF-8,marrakesh 1.12.2,13650.0,OTHER,None,None,None,16,1,5,1609,2655,2119,22,6.0,1
529,B0_1076,52,utf-8,nginx/0.8.35,17302.0,US,CA,15/10/2005 0:00,13/09/2016 0:00,0,0,0,0,0,0,0,0.0,0
530,B0_1080,52,UTF-8,Apache/2.2.15 (Red Hat),5315.0,US,CA,1/06/1996 0:00,2/04/2017 0:00,0,0,0,0,0,0,0,0.0,0
531,B0_1115,52,ISO-8859-1,nginx,1516.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,0,0,0,0,0,0,0,0.0,0
532,B0_1304,52,ISO-8859-1,squid/3.3.8,3529.0,US,CA,2/06/1994 0:00,6/01/2017 0:00,0,0,0,0,0,0,0,0.0,0
533,B0_181,52,UTF-8,Apache,8105.0,OTHER,ZH,19/02/1997 0:00,15/12/2015 0:00,13,0,3,1428,1504,1712,17,4.0,0
534,B0_2014,52,ISO-8859-1,Apache/2.2.27 (CentOS),1235.0,US,NY,31/05/1995 0:00,18/11/2013 0:00,4,3,2,432,376,432,4,0.0,0
535,B0_2032,52,ISO-8859-1,Microsoft-IIS/7.5,11.0,US,WA,13/09/2000 0:00,29/08/2016 0:00,6,3,3,564,442,564,6,0.0,0
536,B0_211,52,UTF-8,nginx/1.8.1,9662.0,NONE,None,18/01/2008 0:00,5/01/2017 0:00,22,8,7,1628,14894,1944,26,4.0,0
537,B0_2198,52,utf-8,Apache,44313.0,CA,ON,9/12/2003 0:00,22/10/2016 0:00,4,4,1,420,414,420,4,0.0,0
538,B0_2232,52,us-ascii,None,257.0,US,WA,22/03/1999 0:00,15/07/2016 0:00,4,3,2,420,424,420,4,0.0,0
539,B0_325,52,utf-8,Apache,17167.0,NONE,None,7/05/1998 0:00,16/09/2016 0:00,10,1,4,1257,1919,1555,14,4.0,0
540,B0_670,52,None,Microsoft-IIS/8.5,0.0,US,NJ,23/10/1994 0:00,1/11/2016 0:00,19,0,4,1538,1121,1852,23,4.0,0
541,B0_696,52,ISO-8859-1,Nginx (OpenBSD),14863.0,OTHER,-,24/05/2010 0:00,25/07/2016 0:00,16,2,3,1364,16978,1502,18,2.0,0
542,B0_741,52,us-ascii,None,257.0,US,WA,22/03/1999 0:00,15/07/2016 0:00,29,25,1,4765,17280,5381,37,8.0,0
543,B0_880,52,ISO-8859-1,Apache,5443.0,CA,Quebec,14/10/2007 12:24,1/09/2016 14:20,0,0,0,0,0,0,0,0.0,0
544,B0_89,52,utf-8,Zope/(2.13.16; python 2.6.8; linux2) ZServer/1.1,28239.0,NONE,None,None,None,51,1,10,4049,61312,4361,55,4.0,0
545,B0_956,52,UTF-8,GSE,9801.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0.0,0
546,M0_80,53,ISO-8859-1,nginx/1.12.0,242.0,US,ALABAMA,9/02/2007 0:00,9/02/2017 0:00,8,0,1,1156,2638,1316,10,2.0,1
547,B0_1247,53,utf-8,None,11158.0,US,PA,7/08/1995 0:00,27/03/2014 0:00,0,0,0,0,0,0,0,0.0,0
548,B0_2048,53,ISO-8859-1,Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4 PHP/5.4.26,22897.0,NONE,None,10/01/2006 0:00,11/11/2014 0:00,9,5,7,762,640,762,9,0.0,0
549,B0_2119,53,UTF-8,Apache/2.2.31 (Amazon),8466.0,US,NH,31/08/2004 0:00,1/06/2016 0:00,26,8,11,1668,894,1668,26,0.0,0
550,B0_2268,53,UTF-8,Apache/2.2.21 (Unix) mod_ssl/2.2.21 OpenSSL/0.9.8e-fips-rhel5 PHP/5.3.10,2023.0,US,GA,5/12/2005 0:00,22/04/2015 0:00,12,3,3,960,1024,960,12,0.0,0
551,B0_472,53,iso-8859-1,Apache,211.0,NONE,None,5/05/2001 0:00,28/01/2015 0:00,15,2,5,1944,2698,2416,21,6.0,0
552,B0_556,53,ISO-8859-1,Apache,359174.0,CA,ON,1/12/1996 5:00,30/11/2016 10:30,15,4,3,2232,3283,2532,19,4.0,0
553,B0_827,53,us-ascii,Microsoft-HTTPAPI/2.0,324.0,NONE,None,None,None,0,0,0,0,0,0,0,0.0,0
554,B0_862,53,us-ascii,Microsoft-HTTPAPI/2.0,324.0,GB,None,None,None,0,0,0,0,0,0,0,0.0,0
555,B0_977,53,UTF-8,nginx,20309.0,US,CA,6/12/1994 0:00,3/11/2015 0:00,0,0,0,0,0,0,0,0.0,0
556,M0_41,54,iso-8859-1,Apache,228.0,US,Arizona,16/02/2005 0:00,24/02/2016 0:00,5,0,2,582,1097,882,9,4.0,1
557,M0_87,54,ISO-8859-1,Apache/2,17140.0,US,CA,17/12/2005 0:00,18/11/2015 0:00,29,1,7,4558,26259,4724,31,2.0,1
558,B0_1002,54,ISO-8859-1,Microsoft-IIS/7.5,7849.0,US,PA,7/08/1995 0:00,27/03/2014 0:00,0,0,0,0,0,0,0,0.0,0
559,B0_1129,54,iso-8859-1,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_fcgid/2.3.9,341.0,US,MI,15/11/1998 0:00,23/12/2011 0:00,0,0,0,0,0,0,0,0.0,0
560,B0_1149,54,ISO-8859-1,Apache/2.2.27 (Unix) OpenAM Web Agent/4.0.1-1 mod_ssl/2.2.27 OpenSSL/1.0.1p PHP/5.3.28,2503.0,NONE,None,None,None,0,0,0,0,0,0,0,0.0,0
561,B0_1188,54,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,FL,2/10/2002 0:00,14/03/2017 0:00,0,0,0,0,0,0,0,0.0,0
562,B0_1301,54,ISO-8859-1,Microsoft-IIS/7.5,11.0,US,WA,13/09/2000 0:00,29/08/2016 0:00,0,0,0,0,0,0,0,0.0,0
563,B0_174,54,ISO-8859-1,Apache/2.2.32,3020.0,CA,ON,6/03/1998 0:00,30/03/2017 0:00,34,7,6,2881,39646,3219,38,4.0,0
564,B0_230,54,ISO-8859-1,cloudflare-nginx,18952.0,US,CA,29/09/2005 0:00,5/05/2016 0:00,1194,12,8,99843,2060012,100151,1198,4.0,0
565,B0_370,54,ISO-8859-1,Apache,5438.0,US,TX,17/07/2000 0:00,3/03/2017 0:00,40,9,9,4562,49870,4884,44,4.0,0
566,B0_4,54,UTF-8,Apache,193.0,US,WA,27/06/2015 0:00,18/04/2016 0:00,4,1,3,280,542,422,6,2.0,0
567,B0_478,54,us-ascii,Microsoft-HTTPAPI/2.0,324.0,NONE,None,19/02/2005 0:00,20/02/2017 0:00,34,2,5,5325,86136,5785,40,6.0,0
568,B0_48,54,UTF-8,Apache,26.0,US,FL,7/11/1996 0:00,25/08/2015 0:00,20,11,6,3025,9200,3479,26,6.0,0
569,B0_665,54,UTF-8,mw2230.codfw.wmnet,20518.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,43,38,5,5591,46553,6231,51,8.0,0
570,B0_750,54,utf-8,None,1682.0,US,FL,6/11/1998 0:00,5/09/2014 0:00,12,1,5,1404,1587,1700,16,4.0,0
571,B0_799,54,UTF-8,Apache/2.4.25 (cPanel) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,9208.0,AU,NSW,29/09/2000 0:00,18/11/2014 0:00,0,0,0,0,0,0,0,0.0,0
572,B0_858,54,us-ascii,Microsoft-HTTPAPI/2.0,324.0,NONE,None,18/10/2000 0:00,16/01/2017 0:00,0,0,0,0,0,0,0,0.0,0
573,B0_1039,55,ISO-8859-1,Apache,14953.0,US,NY,30/12/2002 0:00,9/04/2014 0:00,0,0,0,0,0,0,0,0.0,0
574,B0_1047,55,UTF-8,Apache,2080.0,US,CA,11/09/1997 4:00,9/12/2015 14:43,0,0,0,0,0,0,0,0.0,0
575,B0_1146,55,UTF-8,nginx,12275.0,US,MA,15/09/1997 0:00,15/11/2016 0:00,0,0,0,0,0,0,0,0.0,0
576,B0_1421,55,utf-8,Apache,66702.0,US,MO,20/05/1996 0:00,24/10/2016 0:00,0,0,0,0,0,0,0,0.0,0
577,B0_21,55,UTF-8,Apache/2.4.6 (Unix) mod_jk/1.2.37 PHP/5.5.1 OpenSSL/1.0.1g mod_fcgid/2.3.9,13898.0,US,DE,1/09/1995 4:00,1/03/2017 19:31,31,3,5,3590,35749,3886,35,4.0,0
578,B0_2141,55,utf-8,Apache,44324.0,CA,ON,9/12/2003 0:00,22/10/2016 0:00,4,3,2,432,244,432,4,0.0,0
579,B0_815,55,UTF-8,Microsoft-IIS/8.5,20474.0,US,WI,2/12/1998 0:00,1/12/2016 0:00,0,0,0,0,0,0,0,0.0,0
580,B0_879,55,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,0,0,0,0,0,0,0.0,0
581,B0_936,55,UTF-8,mw2106.codfw.wmnet,40179.0,US,CA,16/03/2003 8:22,29/03/2016 17:55,0,0,0,0,0,0,0,0.0,0
582,B0_959,55,us-ascii,Microsoft-HTTPAPI/2.0,324.0,AU,None,22/07/2008 0:00,22/07/2016 0:00,0,0,0,0,0,0,0,0.0,0
583,B0_1,56,iso-8859-1,Apache,257.0,US,CA,5/11/1999 0:00,11/08/2016 0:00,0,0,0,0,124,0,0,0.0,0
584,B0_1110,56,ISO-8859-1,None,25471.0,NONE,None,b,17/03/2017 0:00,0,0,0,0,0,0,0,0.0,0
585,B0_1124,56,utf-8,Apache/2.2.15 (CentOS),7215.0,US,CA,13/08/2002 0:00,14/03/2017 0:00,0,0,0,0,0,0,0,0.0,0
586,B0_1144,56,None,Microsoft-IIS/7.0,0.0,US,New York,1/09/1998 0:00,15/10/2016 0:00,0,0,0,0,0,0,0,0.0,0
587,B0_1179,56,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,0,0,0,0,0,0,0.0,0
588,B0_1214,56,UTF-8,Apache/2.2.15 (CentOS),965.0,CA,qc,8/12/1997 0:00,18/10/2015 0:00,0,0,0,0,0,0,0,0.0,0
589,B0_1276,56,UTF-8,Apache,3042.0,US,CA,20/10/1998 0:00,4/12/2013 0:00,0,0,0,0,0,0,0,0.0,0
590,B0_1317,56,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,CO,16/12/1993 5:00,9/09/2015 20:47,0,0,0,0,0,0,0,0.0,0
591,B0_1396,56,UTF-8,Apache-Coyote/1.1,8741.0,US,GA,16/02/2001 9:00,23/09/2014 14:02,0,0,0,0,0,0,0,0.0,0
592,B0_2215,56,UTF-8,nginx,14672.0,PA,PANAMA,25/02/1999 0:00,18/01/2016 0:00,11,3,5,870,306,870,11,0.0,0
593,B0_2281,56,iso-8859-1,Apache,229.0,NONE,None,13/10/2000 0:00,28/08/2015 0:00,5,5,3,450,479,450,5,0.0,0
594,B0_28,56,us-ascii,Microsoft-HTTPAPI/2.0,324.0,AU,None,22/07/2008 0:00,22/07/2016 0:00,20,2,7,1876,2205,2354,26,6.0,0
595,B0_394,56,iso-8859-1,Apache,189.0,NONE,None,6/08/2004 0:00,5/07/2016 0:00,25,13,7,2910,7648,3402,31,6.0,0
596,B0_421,56,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,Nevada,18/05/2003 7:22,19/05/2016 15:04,12,3,7,1080,2498,1260,14,2.0,0
597,B0_522,56,utf-8,Apache,67283.0,US,MO,20/05/1996 0:00,24/10/2016 0:00,37,3,5,3050,65986,3492,43,6.0,0
598,B0_56,56,ISO-8859-1,nginx,1523.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,35,11,3,6351,22390,6989,43,8.0,0
599,B0_615,56,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,Arizona,9/08/2002 18:13,3/04/2016 11:08,18,13,2,3354,8544,3810,24,6.0,0
600,B0_853,56,ISO-8859-1,Apache,1264.0,OTHER,il,29/12/2008 0:00,15/03/2017 0:00,0,0,0,0,0,0,0,0.0,0
601,B0_867,56,iso-8859-1,Apache,225.0,NONE,None,None,None,0,0,0,0,0,0,0,0.0,0
602,B0_881,56,ISO-8859-1,Aeria Games & Entertainment,17072.0,OTHER,Berlin,31/07/2006 0:00,28/02/2017 0:00,0,0,0,0,0,0,0,0.0,0
603,B0_943,56,utf-8,Apache,17541.0,US,CA,16/11/1998 0:00,3/03/2017 0:00,0,0,0,0,0,0,0,0.0,0
604,B0_986,56,UTF-8,Apache/2.4.10 (Debian) PHP/5.6.30-0+deb8u1 mod_perl/2.0.9dev Perl/v5.20.2,3782.0,PA,PANAMA,31/05/2005 0:00,6/03/2017 0:00,0,0,0,0,0,0,0,0.0,0
605,B0_1041,57,iso-8859-1,Apache,355.0,US,FL,3/08/1998 0:00,6/02/2017 0:00,0,0,0,0,0,0,0,0.0,0
606,B0_1092,57,UTF-8,mw2173.codfw.wmnet,7340.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0.0,0
607,B0_1249,57,utf-8,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 PHP/5.4.35,5796.0,US,Arizona,14/02/2000 0:00,14/02/2016 0:00,0,0,0,0,0,0,0,0.0,0
608,B0_2081,57,utf-8,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.1e-fips mod_fcgid/2.3.9 Communique/4.2.0,448.0,NONE,None,None,None,2,2,1,356,246,356,2,0.0,0
609,B0_2130,57,UTF-8,Apache-Coyote/1.1,17249.0,NONE,None,16/10/2000 0:00,25/10/2016 0:00,15,13,7,1062,1354,1062,15,0.0,0
610,B0_2150,57,us-ascii,Microsoft-HTTPAPI/2.0,324.0,NONE,None,5/02/1999 0:00,20/04/2015 0:00,8,5,5,696,636,696,8,0.0,0
611,B0_2167,57,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,UT,5/02/1999 0:00,16/06/2014 0:00,7,3,2,630,306,630,7,0.0,0
612,B0_2173,57,utf-8,None,20504.0,US,NY,14/04/1998 0:00,15/03/2017 0:00,4,3,3,408,378,408,4,0.0,0
613,B0_2191,57,utf-8,Apache/2.2.31 (Amazon),6828.0,NONE,None,28/08/2007 0:00,29/04/2013 0:00,13,4,7,1074,306,1074,13,0.0,0
614,B0_299,57,ISO-8859-1,nginx,1510.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,37,9,11,5965,20145,6439,43,6.0,0
615,B0_458,57,ISO-8859-1,Apache/2.2.15 (CentOS) DAV/2 mod_ssl/2.2.15 OpenSSL/1.0.1e-fips PHP/5.3.3,11202.0,US,IL,12/12/1990 0:00,8/06/2015 0:00,79,2,7,5863,127368,6173,83,4.0,0
616,B0_517,57,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/7.0.14,6588.0,JP,Osaka,19/07/2016 0:00,19/07/2016 0:00,19,8,10,1764,2364,2120,23,4.0,0
617,B0_535,57,iso-8859-1,Apache/2,345.0,US,CA,25/02/1999 0:00,18/01/2017 0:00,31,0,5,2335,35231,2493,33,2.0,0
618,B0_625,57,iso-8859-1,nginx,234.0,US,NY,2/12/2000 0:00,3/11/2016 0:00,21,6,13,1627,2044,1933,25,4.0,0
619,B0_636,57,ISO-8859-1,Apache,21046.0,US,NY,30/12/2002 0:00,9/04/2014 0:00,107,4,4,8986,234205,9294,111,4.0,0
620,B0_732,57,utf-8,Microsoft-IIS/7.0,23463.0,OTHER,RM,7/04/2006 16:53,8/04/2017 1:39,18,4,6,1965,7616,2249,22,4.0,0
621,B0_749,57,us-ascii,Microsoft-HTTPAPI/2.0,324.0,NONE,None,None,None,62,0,3,4725,97272,5023,66,4.0,0
622,B0_791,57,iso-8859-1,Apache,241.0,US,UT,16/05/1995 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0.0,0
623,B0_86,57,UTF-8,Apache/2.2.31 (Amazon),1182.0,NONE,None,29/07/2004 0:00,3/01/2016 0:00,10,3,5,949,2597,1309,14,4.0,0
624,B0_996,57,ISO-8859-1,Apache,10280.0,US,IL,9/03/2006 0:00,23/02/2017 0:00,0,0,0,0,0,0,0,0.0,0
625,M0_83,58,UTF-8,nginx/1.12.0,5962.0,US,UTAH,6/05/2006 0:00,6/05/2016 0:00,10,0,2,1692,8467,2004,14,4.0,1
626,B0_1107,58,UTF-8,Apache,58.0,US,MA,12/09/2009 21:54,23/08/2016 10:07,0,0,0,0,0,0,0,0.0,0
627,B0_1256,58,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,UT,5/02/1999 0:00,16/06/2014 0:00,0,0,0,0,0,0,0,0.0,0
628,B0_1274,58,us-ascii,Microsoft-HTTPAPI/2.0,324.0,AU,None,22/07/2008 0:00,22/07/2016 0:00,0,0,0,0,0,0,0,0.0,0
629,B0_2201,58,UTF-8,GSE,208082.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,5,4,2,474,442,474,5,0.0,0
630,B0_302,58,iso-8859-1,Apache/2,345.0,US,FL,1/10/2001 0:00,16/01/2017 0:00,9,0,3,1481,1327,1773,13,4.0,0
631,B0_329,58,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,CA,18/04/2001 0:00,27/09/2016 0:00,50,42,4,6256,63202,6896,58,8.0,0
632,B0_358,58,us-ascii,None,324.0,US,CO,15/08/1995 0:00,13/07/2016 0:00,14,0,1,1794,2242,2102,18,4.0,0
633,B0_368,58,us-ascii,Microsoft-HTTPAPI/2.0,324.0,NONE,None,8/09/2004 0:00,28/02/2017 0:00,15,10,3,2344,6649,2668,19,4.0,0
634,B0_554,58,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16,1688.0,US,Arizona,26/01/2001 12:11,7/12/2015 11:23,17,15,4,1146,416,1146,17,0.0,0
635,B0_857,58,ISO-8859-1,Server,1179.0,US,NV,1/11/1994 0:00,30/04/2014 0:00,0,0,0,0,0,0,0,0.0,0
636,B0_921,58,utf-8,nginx/1.8.0,90837.0,US,va,7/09/1993 0:00,5/08/2016 0:00,0,0,0,0,0,0,0,0.0,0
637,B0_12,59,utf-8,Microsoft-IIS/8.5,26958.0,NONE,None,16/06/1996 0:00,28/03/2016 0:00,15,10,1,2421,7924,2861,21,6.0,0
638,B0_1206,59,utf-8,nginx,162.0,OTHER,New Providence,6/11/2007 0:00,1/10/2016 0:00,0,0,0,0,0,0,0,0.0,0
639,B0_1233,59,UTF-8,Apache/2.4.6 (Unix) mod_jk/1.2.37,19404.0,US,IL,14/06/1995 0:00,17/05/2016 0:00,0,0,0,0,0,0,0,0.0,0
640,B0_1269,59,ISO-8859-1,nginx,162.0,US,Virginia,23/03/1998 0:00,29/05/2015 0:00,0,0,0,0,0,0,0,0.0,0
641,B0_1331,59,us-ascii,None,324.0,US,FL,21/04/2002 0:00,23/03/2017 0:00,0,0,0,0,0,0,0,0.0,0
642,B0_1358,59,iso-8859-1,Apache/2.4.23 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,352.0,CN,None,7/07/2007 0:00,4/03/2017 0:00,0,0,0,0,0,0,0,0.0,0
643,B0_1417,59,utf-8,None,7697.0,NONE,None,None,None,0,0,0,0,0,0,0,0.0,0
644,B0_2047,59,us-ascii,None,324.0,US,FL,21/04/2002 0:00,23/03/2017 0:00,6,5,3,528,407,528,6,0.0,0
645,B0_2050,59,UTF-8,None,9322.0,US,AZ,31/12/2005 0:00,31/12/2016 0:00,8,5,6,672,768,672,8,0.0,0
646,B0_265,59,ISO-8859-1,nginx,12629.0,US,CA,28/04/2005 0:00,7/12/2015 0:00,24,0,11,1863,15088,2033,26,2.0,0
647,B0_296,59,us-ascii,Microsoft-HTTPAPI/2.0,324.0,AU,None,22/07/2008 0:00,22/07/2016 0:00,24,3,6,2752,8910,3230,30,6.0,0
648,B0_397,59,us-ascii,None,324.0,US,CO,15/08/1995 0:00,13/07/2016 0:00,14,0,1,1797,2308,2105,18,4.0,0
649,B0_486,59,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,UT,16/05/1995 0:00,21/10/2016 0:00,29,12,6,3325,29835,3635,33,4.0,0
650,B0_516,59,ISO-8859-1,Apache,5290.0,US,FL,24/04/1999 0:00,23/02/2015 0:00,17,2,2,1684,14589,2012,21,4.0,0
651,B0_592,59,utf-8,None,12965.0,US,FL,24/01/2001 0:00,24/01/2017 0:00,48,9,12,3796,37621,4118,52,4.0,0
652,B0_600,59,us-ascii,Microsoft-IIS/7.5,324.0,US,Missouri,23/05/1997 0:00,15/04/2015 0:00,10,0,3,1170,1324,1584,16,6.0,0
653,B0_674,59,utf-8,nginx,162.0,OTHER,New Providence,6/11/2007 0:00,1/10/2016 0:00,22,12,5,3142,7684,3746,30,8.0,0
654,B0_718,59,ISO-8859-1,Apache/2.2.22 (Ubuntu),125.0,US,Oregon,21/11/1997 0:00,5/03/2017 0:00,38,4,10,3936,29443,4404,44,6.0,0
655,B0_779,59,ISO-8859-1,nginx,1511.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,0,0,0,0,0,0,0,0.0,0
656,B0_802,59,ISO-8859-1,Apache,5290.0,US,FL,24/04/1999 0:00,23/02/2015 0:00,0,0,0,0,0,0,0,0.0,0
657,B0_93,59,utf-8,Microsoft-IIS/8.5,19867.0,NONE,None,16/06/1996 0:00,28/03/2016 0:00,21,12,3,3104,8857,3696,29,8.0,0
658,B0_119,60,iso-8859-1,Apache,198.0,OTHER,None,1/09/2016 0:00,2/09/2016 0:00,3,1,2,238,654,394,5,2.0,0
659,B0_1211,60,ISO-8859-1,None,1973.0,NONE,None,None,None,0,0,0,0,0,0,0,0.0,0
660,B0_1297,60,iso-8859-1,Apache,243.0,US,UT,16/05/1995 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0.0,0
661,B0_1400,60,us-ascii,Microsoft-HTTPAPI/2.0,324.0,OTHER,None,9/08/1995 0:00,4/08/2015 0:00,0,0,0,0,0,0,0,0.0,0
662,B0_2035,60,utf-8,Cowboy,21666.0,US,CA,15/04/2010 0:00,11/04/2017 0:00,9,7,7,762,640,762,9,0.0,0
663,B0_2108,60,UTF-8,Apache/2.2.22 (Debian),8774.0,OTHER,None,4/12/2014 0:00,16/11/2016 0:00,6,6,3,540,617,540,6,0.0,0
664,B0_2168,60,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,1,1,1,202,250,202,1,0.0,0
665,B0_2292,60,UTF-8,nginx/1.2.1,2544.0,NONE,None,16/07/1998 16:08,None,4,2,3,408,250,408,4,0.0,0
666,B0_447,60,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,PA,5/06/2003 0:00,26/11/2014 0:00,5,0,1,622,9159,812,7,2.0,0
667,B0_627,60,UTF-8,Apache,40582.0,US,ny,20/05/1996 0:00,19/04/2017 0:00,101,4,15,7002,172138,7422,107,6.0,0
668,B0_662,60,utf-8,None,19671.0,US,CA,14/10/2001 0:00,18/12/2016 0:00,45,0,3,4192,62498,4834,53,8.0,0
669,B0_953,60,utf-8,Apache/2.2.14 (Unix) mod_ssl/2.2.14 OpenSSL/0.9.8a,824.0,US,OH,13/08/2003 0:00,14/08/2016 0:00,0,0,0,0,0,0,0,0.0,0
670,M0_56,61,ISO-8859-1,Apache,526.0,OTHER,None,10/09/2003 0:00,11/09/2016 0:00,0,0,0,0,124,0,0,0.0,1
671,B0_1113,61,us-ascii,Microsoft-IIS/7.5,324.0,US,AZ,9/04/2008 0:00,10/04/2017 0:00,0,0,0,0,0,0,0,0.0,0
672,B0_1189,61,ISO-8859-1,Apache/2.4.7 (Ubuntu),4576.0,US,FL,25/10/2002 0:00,28/03/2014 0:00,0,0,0,0,0,0,0,0.0,0
673,B0_1231,61,UTF-8,Apache/2.2.15 (Red Hat),39198.0,NONE,None,16/10/2000 0:00,25/10/2016 0:00,0,0,0,0,0,0,0,0.0,0
674,B0_1366,61,ISO-8859-1,Apache,6473.0,NONE,None,None,None,0,0,0,0,0,0,0,0.0,0
675,B0_1409,61,ISO-8859-1,Microsoft-IIS/7.5,11.0,US,WA,13/09/2000 0:00,29/08/2016 0:00,0,0,0,0,0,0,0,0.0,0
676,B0_157,61,ISO-8859-1,Apache/2.4.10 (Ubuntu),11780.0,US,WA,20/01/1998 0:00,6/03/2017 0:00,20,1,5,1930,8029,2610,28,8.0,0
677,B0_2012,61,ISO-8859-1,nginx,1522.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,4,3,2,432,376,432,4,0.0,0
678,B0_2200,61,us-ascii,None,257.0,US,WA,22/03/1999 0:00,15/07/2016 0:00,4,3,2,432,244,432,4,0.0,0
679,B0_2287,61,us-ascii,None,257.0,US,WA,22/03/1999 0:00,15/07/2016 0:00,10,5,7,792,971,792,10,0.0,0
680,B0_240,61,utf-8,Apache,8864.0,NONE,None,27/05/1997 0:00,28/04/2017 0:00,26,18,4,3798,18719,4444,34,8.0,0
681,B0_272,61,ISO-8859-1,Apache,267.0,US,NY,13/03/2000 0:00,10/02/2016 0:00,7,1,3,743,1520,1033,11,4.0,0
682,B0_924,61,utf-8,Microsoft-IIS/7.5,25090.0,NONE,None,None,None,0,0,0,0,0,0,0,0.0,0
683,B0_973,61,ISO-8859-1,nginx/1.12.0,4347.0,US,CO,16/12/2004 0:00,9/09/2013 0:00,0,0,0,0,0,0,0,0.0,0
684,B0_106,62,ISO-8859-1,Apache,6567.0,US,FL,24/04/1999 0:00,23/02/2015 0:00,8,0,2,1089,1977,1601,14,6.0,0
